薄暮冥冥 久悬不决 未竟之志 食不充肠 急不暇择
用心竭力 文深网密 挈领提纲 提纲挈领 振领提纲
光车骏马 珠围翠拥 重葩累藻 鸾舆凤驾 披罗戴翠
通宵彻昼 连宵彻曙 通宵彻夜 连明达夜 连明彻夜
切齿拊心 极恶不赦 不解之仇 恨入骨髓 无可名状
弹冠振衿 弹冠振衣 清莹秀澈 衣冠楚楚 步步登高
载歌且舞 妙舞清歌 清歌曼舞 珠歌翠舞 轻歌曼舞
有生之年 残冬腊月 岁暮天寒 河倾月落 穷年累月
遇难成祥 遇难呈祥 救苦弭灾 祸福相倚 失马塞翁
崇山峻岭 高山峻岭 陡壁悬崖 风骨峭峻 高耸入云
优游岁月 悠闲自在 舒眉展眼 逍遥自在 逍遥自得
酌古准今 以古方今 引古喻今 贯穿今古 引古证今
胆丧魂消 胆丧魂惊 惊神破胆 惊魂丧魄 惊魂动魄
冰炭不投 一山不藏二虎 七拱八翘 以水投石 水里纳瓜
里出外进 若有若无 四分五裂 邪门歪道 半半拉拉
不吝指教 来世不可待 不落俗套 明人不做暗事 恶不去善
心如铁石 心如金石 心如坚石 铁心石肠 金兰之交
临机应变 随机应变 执两用中 心中有数 当机立断
巧言利口 慧心妙舌 利齿能牙 心巧嘴乖 谈吐生风
掩口葫芦 掩口而笑 自我解嘲 避李嫌瓜 避瓜防李
不见天日 寂天寞地 漆黑一团 一团漆黑 有天无日
包举宇内 通幽洞冥 全知全能 全智全能 閒今铸古
拨乱济危 扶危定乱 救世济民 匡国济时 拨乱济时
池鱼之祸 池鱼之殃 遭倾遇祸 时运不济 月值年灾
十恶不赦 迷天大罪 弥天大罪 极恶不赦 罪当万死
兵凶战危 惊神破胆 龙战鱼骇 惊魂丧魄 惊魂动魄
枕稳衾温 裘马清狂 暖衣饱食 肥甘轻暖 丰亨豫大
人微言轻 身微言轻 寡情薄意 道旁苦李 官轻势微
盗亦有道 齐名并价 文似其人 各执己见 众口一辞
风情月债 烟花风月 雨沾云惹 乌帽红裙 墙头马上
庸医杀人 戕身伐命 销神流志 害人不浅 毁形灭性
朝欢暮乐 日增月盛 怡然自若 镇日镇夜 黑天白日
残羹冷饭 残汤剩饭 残羹冷炙 剩菜残羹 瓦器蚌盘
永永无穷 无往不克 百世不易 永世无穷 漫无止境
詹言曲说 恶语伤人 一隅之说 淫辞邪说 耍花腔
不可动摇 铜打铁铸 磐石之安 盘石之安 铁壁铜墙
退有后言 面是背非 色仁行违 耻言人过 危言逆耳
鼻端生火 形色仓皇 流星飞电 楞手楞脚 驽箭离弦
不顾大局 舍生忘死 不管一二 不管三七二十一 毫不利己，专门利人
瓦解冰消 一风吹 冰消冻解 冰散瓦解 同归于尽
前事不忘，后事之师 知往鉴今 以往鉴来 磨礲淬励 以人为镜
扇风点火 引物连类 请将不如激将 后浪催前浪 鼓舞人心
焦心劳思 担惊忍怕 担惊受恐 担惊受怕 悬心吊胆
整旧如新 涤故更新 除旧更新 涤秽布新 破旧立新
九天仙女 神霄绛阙 月地云阶 彝鼎圭璋 鸾姿凤态
涤秽布新 弃故揽新 涤故更新 去故就新 弃过图新
国难当头 上下交困 民困国贫 误国殃民 忧国忧民
泛泛而谈 泛泛之谈 泛泛之人 从俗就简 人之常情
一言一行 一言两语 一言半语 只言片语 三言两语
东敲西逼 恶语伤人 趁人之危 恶语相加 倚势凌人
楚材晋用 白雪阳春 阳春白雪 下里巴人 楚囚对泣
昆弟之好 行合趋同 贵贱无二 一心同归 齐名并价
利欲熏心 贪利忘义 利令志惛 财迷心窍 见利忘义
太平盛世 安国富民 富国裕民 匡乱反正 安邦治国
毫分缕析 心摹手追 词严义密 研精阐微 沉思熟虑
时移世异 事往日迁 云过天空 天工人代 雨收云散
乃文乃武 出文入武 文治武力 文武全才 才兼文武
损有余补不足 轻繇薄赋 捐弃前嫌 精兵简政 损上益下
突如其来 一朝之患 人急计生 人急智生 意出望外
见机行事 量才而为 相机行事 事不宜迟 见机而行
若隐若现 头昏眼花 混混沌沌 头晕眼花 头昏眼晕
民富国强 国富民安 国富民丰 国富民强 物阜民丰
说三道四 胡说乱道 不切实际 做鬼做神 詀言詀语
五洲四海 际地蟠天 连州跨郡 云布雨施 帡天极地
沾沾自喜 弃书捐剑 功成弗居 向若而叹 博而不精
餐风宿露 餐风饮露 餐风咽露 餐风宿雨 餐风宿草
精力充沛 气宇轩昂 器宇轩昂 活龙鲜健 神完气足
黑风孽海 若涉渊水 风霜雨雪 火山汤海 逆风恶浪
败德辱行 坏法乱纪 言行不符 名不符实 事与原违
春风和气 春光明媚 风光旖旎 好声好气 风和日丽
违天悖人 负类反伦 败德辱行 违条犯法 坏法乱纪
砥志研思 坐不窥堂 长虑后顾 长虑却顾 舍近务远
朽戈钝甲 身无分文 鱼溃鸟散 囊匣如洗 步雪履穿
言无不尽 潜形匿迹 言外之味 皮里阳秋 皮里春秋
泰山其颓 令人起敬 驿路梅花 驿使梅花 黍离麦秀
求亲靠友 假力于人 将伯之呼 求亲告友 扶危救困
鹤骨鸡肤 鹤骨霜髯 丰肌弱骨 丰肌秀骨 玉减香销
不吝指教 能不称官 不足介意 不在其位，不谋其政 不露形色
无所不备 正直无邪 一心同归 无施不可 无往不克
漆黑一团 一团漆黑 伸手不见五指 黑天摸地 愁云惨雾
教导有方 教学相长 词严义密 才学兼优 众口交赞
撇呆打堕 混混噩噩 强不知以为知 妆聋做哑 矜愚饰智
攒零合整 雾集云合 云次鳞集 渊渟泽汇 蜂屯蚁聚
敢作敢为 畅通无阻 畅行无阻 有天没日 分毫不爽
千随百顺 唯所欲为 恣意妄为 信步而行 恣意妄行
不乏先例 久历风尘 旧地重游 破旧立新 弃过图新
无所施其技 不分伯仲 无可比伦 傲不可长 举世无双
男大当娶 男大须婚 朱陈之好 女长须嫁 成家立计
十死九活 入地无门 不复堪命 十死一生 走投没路
接二连三 接三连四 接连不断 终而复始 牵五挂四
泥古拘方 抱令守律 累教不改 话里藏阄 悬而未决
详星拜斗 步罡踏斗 步斗踏罡 白日升天 芒寒色正
好色之徒 拈花弄柳 南户窥郎 浪蝶游蜂 游蜂浪蝶
归去来兮 认祖归宗 江山如故 衣锦还乡 衣锦过乡
独得之见 括目相待 别开蹊径 标新竖异 标新竞异
福星高照 人逢喜事精神爽 际会风云 遇难呈祥 遇难成祥
诸如此比 诸若此类 诸有此类 诸如此例 不乏先例
心上心下 七上八落 心如悬旌 神不附体 心长绠短
知命之年 年高德勋 成算在心 知过能改 自得其乐
各就各位 各取所需 风举云飞 劳燕分飞 斗艳争妍
名韟利鞚 枷脰械手 束手束脚 束手缚脚 束手束足
百紫千红 五色缤纷 五光十色 十光五色 花攒锦簇
气宇轩昂 器宇轩昂 龙精虎猛 金鴗擘海 身强力壮
温文儒雅 舒眉展眼 坦然自若 闻融敦厚 言气卑弱
车载船装 成千上万 名目繁多 成千累万 成千成万
声威大震 急痛攻心 惊心眩目 怵目惊心 触目惊心
饥火烧肠 面有菜色 行眠立盹 凶喘肤汗 鸟面鹄形
千载一弹 义重恩深 恩深义重 情深意重 语长心重
深信不疑 不爽毫发 无所不备 一般无二 无庸置疑
慎小事微 不吝指教 秉节持重 去甚去泰 事不过三
救过不赡 徒劳无功 劳而无功 事与原违 未竟之志
榱栋崩折 七损八伤 十病九痛 十生九死 洞心骇耳
守正不回 抱柱之信 履信思顺 坚守不渝 蹈仁履义
低声下气 奴颜婢睐 低眉折腰 拍马溜须 低三下四
抽秘骋妍 大发议论 交浅言深 拉闲散闷 借景生情
足尺加二 慌手慌脚 挨山塞海 文山会海 操之过切
金章玉句 雕文织采 词华典赡 绣虎雕龙 珠围翠拥
能言快语 击电奔星 如应斯响 其应若响 其应如响
名门世族 代代相传 名垂后世 千生万劫 显祖扬宗
目睫之论 嗫嚅小儿 肉眼愚眉 管窥筐举 辽东豕
观眉说眼 狗眼看人 伸头缩颈 顾左右而言他 跑马观花
碎骨粉尸 焚巢捣穴 焚巢荡穴 一风吹 瓦解冰消
舞弄文墨 舞文饰智 搬唇弄舌 撑岸就船 眩碧成朱
名胜古迹 名山胜川 山清水秀 鸿图华构 重望高名
当面错过 终成泡影 前功尽废 鸿断鱼沉 渺无人烟
变俗易教 变古易俗 革风易俗 改政移风 变风改俗
忍心害理 痛贯心膂 泣血捶膺 痛心伤臆 叩心泣血
按行自抑 避瓜防李 高飞远集 徙善远罪 不露形色
一搭一档 共为唇齿 雄唱雌和 枝叶相持 笙磬同音
解甲投戈 振兵释旅 弃甲投戈 捐残去杀 櫜甲束兵
敲金击玉 鼓乐齐鸣 筛锣擂鼓 金声玉振 暮鼓晨钟
一门同气 前襟后裾 道弟称兄 推梨让枣 连枝同气
假力于人 助人下石 相辅而行 捉刀代笔 代为说项
时望所归 身显名扬 重望高名 才学兼优 大权在握
物归原主 求亲告友 求亲靠友 假力于人 无征不信
负类反伦 事与原违 迥乎不同 不屑教诲 众寡悬绝
毕恭毕敬 虚己以听 轻身下气 雍荣华贵 雍容华贵
贫病交加 贫病交迫 创业维艰 民困国贫 有志无时
痛诬丑诋 恶语伤人 破口大骂 恶语相加 论黄数黑
人满为患 稠人广座 填街塞巷 屯街塞巷 宾客盈门
卷甲倍道 三步两脚 勇往直前 健步如飞 骁勇善战
金兰之交 金汤之固 语重心长 一言千金 金昭玉粹
踟蹰不前 畏葸不前 畏缩不前 观望不前 犹豫不决
巧立名目 不及之法 名不符实 造谣惑众 违条犯法
百辞莫辩 无可名状 禀性难移 不解之仇 无所施其技
俎樽折冲 乘利席胜 运筹千里 运筹制胜 运筹决胜
孔情周思 周情孔思 孔思周情 先圣先师 存心养性
阳春有脚 入铁主簿 家骥人璧 材雄德茂 霄鱼垂化
死而复生 生荣死哀 生荣死衰 雨散风流 雨散云飞
不露神色 隐迹埋名 不露形色 秘而不露 讳莫高深
七窝八代 阖门百口 一家老小 妻儿老小 门殚户尽
吉日良时 熊罴入梦 霜露之辰 麟趾呈祥 龙凤呈祥
重逆无道 违天悖人 违天逆理 徇私枉法 逆天违众
朱衣使者 雁塔题名 开科取士 简贤任能 雁塔新题
去甚去泰 事不宜迟 敌不可纵 不吝指教 事不过三
遗臭无穷 遗臭万载 名垂万古 丑声远播 缪种流传
弹丝品竹 色色俱全 交相辉映 万流景仰 多才多艺
以柔克刚 刚柔相济 柔肤弱体 威迫利诱 威胁利诱
事以密成 文深网密 刚柔相济 危言正色 词严义密
情重姜肱 灼艾分痛 煮粥焚须 灸艾分痛 长枕大被
文武全才 出文入武 才兼文武 经文纬武 允文允武
凤叹虎视 兰心蕙性 口吻生花 雍荣华贵 雍容华贵
食不二味 捐金抵璧 一无所求 食不兼肉 望屋而食
利齿能牙 心巧嘴乖 能言快语 灵心慧齿 精明强干
奉公如法 照章办事 井井有序 井井有法 正法直度
根深蒂固 根深柢固 蹈火赴汤 蹈汤赴火 入火赴汤
言行不符 过甚其辞 不切实际 名不符实 言不顾行
一枕南柯 心乡往之 心向往之 一枕黄粱 游心骇耳
无施不可 人尽其才 人所共知 色色俱全 家见户说
因时制宜 随时施宜 见机行事 相机行事 因人而异
惟口起羞 淫言诐行 狗屁不通 秽言污语 没查没利
疾恶如风 一朝之患 恨如头醋 丑态百出 恶性循环
隐迹埋名 露影藏形 潜踪蹑迹 潜鳞戢羽 遁阴匿景
触目伤怀 触目伤心 触景伤心 触景伤怀 触目崩心
救过不赡 理所不容 束手就困 百辞莫辩 不解之仇
岩栖谷隐 岩栖谷饮 山栖谷饮 岩居穴处 岩栖穴处
历历可见 明明白白 正正经经 历历可辨 虑周藻密
以战去战 骁勇善战 痛剿穷迫 人多势众 排除万难
心有余悸 忸怩不安 心慌撩乱 惶惶不安 惶恐不安
耳听八方 聆音察理 厌闻饫听 言听计行 言从计听
四面受敌 敌国外患 遵养晦时 表里受敌 同恶相求
无机可乘 举世无双 才气无双 举世无敌 莫敢谁何
一时半刻 一时半霎 一时半晌 一时三刻 流光瞬息
崤函之固 艰难困苦 若涉渊水 羊肠鸟道 握蛇骑虎
金城千里 深根固蒂 磐石之安 重金袭汤 铜打铁铸
乐往哀来 乐极则悲 乐极悲生 乐极生悲 一悲一喜
不乏先例 有例可援 繁征博引 久历风尘 久而久之
物阜民丰 物阜民康 物殷俗阜 民富国强 一室生春
恩深义重 义重恩深 深情厚谊 深情厚意 恩重泰山
人言啧啧 言不顾行 名不符实 言行不符 言与心违
放言高论 言无不尽 如应斯响 正言不讳 有天没日
保国安民 济世安民 护国佑民 安国富民 富国安民
交梨火枣 道骨仙风 琅嬛福地 鸾音鹤信 瑶草奇花
诈败佯输 佯输诈败 狂三诈四 欺人自欺 做鬼做神
昏迷不醒 昏头转向 神情恍惚 魂摇魄乱 头晕眼花
万里迢迢 路远迢迢 山遥路远 弱水之隔 相去悬殊
以杀止杀 以杀去杀 不容置喙 闭门埽轨 闭门扫迹
损人害己 损己利人 聪明反被聪明误 损人利己 欺人自欺
半吞半吐 半吐半露 若有若无 辞不达义 不识高低
不露形色 偃革尚文 以杀去杀 以杀止杀 不容置喙
于事无补 不顾一切 残暴不仁 欺公罔法 凭空捏造
三蛇七鼠 诸有此类 诸若此类 诸如此比 众多非一
一去不复返 顿足不前 放马华阳 坐失事机 坐失机宜
优柔寡断 郁郁寡欢 游移不定 观望不前 踌躇不前
惊才风逸 跌宕风流 艳如桃李 才夸八斗 才学兼优
低首下气 末如之何 跑了和尚跑不了庙 折冲厌难 肩背难望
泛泛而谈 泛泛之谈 泛泛之人 要而言之 要而论之
量小力微 渺不足道 毫发丝粟 一个半个 弹丸黑志
见机而作 赏立诛必 立时三刻 当机立决 相机而动
所见略同 大同小异 异名同实 行合趋同 鲁卫之政
探丸借客 借客报仇 借交报仇 切骨之仇 寝皮食肉
笑逐颜开 喜笑颜开 喜逐颜开 妙语解颐 莞尔而笑
生民涂炭 握蛇骑虎 恨如头醋 河决鱼烂 十死一生
轻死重气 重气猣名 重气徇命 有勇知方 从容就义
始终不懈 信守不渝 坚守不渝 抱柱之信 终始不渝
五陵英少 五陵年少 膏腴子弟 绮纨之岁 膏粱年少
凡夫肉眼 凡偶近器 凡胎浊骨 山上无老虎，猴子称大王 凡夫俗子
头焦额烂 烂额焦头 狐奔鼠窜 尿流屁滚 东滚西爬
急痛攻心 忑忑忐忐 惶惶不安 惶恐不安 小鹿触心头
休牛散马 休牛归马 止戈散马 案甲休兵 来好息师
贱买贵卖 贱入贵出 买贱卖贵 贱敛贵出 贩贱卖贵
无可名状 不堪言状 不计其数 天有不测风云 挨山塞海
燕燕于归 罗敷有夫 琵琶别抱 香闺绣阁 嫁犬逐犬
画荻丸熊 贤妻良母 教导有方 贤母良妻 点头咂嘴
鹿皮苍璧 棋逢敌手 旗鼓相当 道不同，不相为谋 水里纳瓜
自得其乐 我心如秤 据为己有 身做身当 自觉自愿
异端邪说 一隅之说 秕言谬说 颂古非今 邪魔歪道
命词遣意 命辞遣意 托之空言 扣壶长吟 谢家活计
十战十胜 常胜将军 无施不效 所向克捷 人尽其才
众口一辞 心口相应 一心同归 众口一词 所见略同
风雨飘零 漂零蓬断 遗闻轶事 与世浮沉 与世俯仰
各自为战 三足鼎立 鼎足之势 各取所需 鼎足而居
相辅而行 相生相成 瞻情顾意 相因相生 有无相通
历日旷久 久而久之 持权合变 砥廉峻隅 习俗移性
别具手眼 别出手眼 另眼看待 别具只眼 独出己见
以弱胜强 同恶相求 以强胜弱 驱羊战狼 因小失大
人多势众 重望高名 明效大验 大权在握 声威大震
旧地重游 励精更始 涤故更新 历精更始 重兴旗鼓
智勇兼全 谋臣猛将 伏龙凤雏 谋臣如雨 雄才大略
茅室蓬户 土阶茅屋 白屋寒门 蓬门筚户 陋巷箪瓢
查无实据 一无可取 无可如何 无如之何 音信杳无
允文允武 禁中颇牧 入铁主簿 善文能武 才兼文武
以攻为守 表里受敌 遵养晦时 以守为攻 四面受敌
烧眉之急 生民涂炭 如芒在背 地老天昏 椎天抢地
凤舞龙飞 游云惊龙 鹄峙鸾翔 惊蛇入草 龙蛇飞舞
握雾拏云 握云拿雾 腾云驾雾 驾雾腾云 云屯雾集
唯所欲为 随俗沉浮 悠闲自在 优游岁月 逍遥自在
百世流芬 相见恨晚 寸心千古 千载一弹 遗恨千古
不偏不党 暗室不欺 不露形色 来世不可待 杜口无言
自负不凡 丰姿冶丽 沾沾自衒 惹祸招灾 自高自大
匍匐之救 用心竭力 以功补过 痛剿穷迫 殚谋戮力
无为自化 遗世忘累 壶中日月 隐居求志 东游西荡
百般刁难 挑拨离间 瞒上欺下 坏法乱纪 朋党比周
流落江湖 流移失所 丧家之狗 漂蓬断梗 雨沐风餐
鸿鹄之志 鸿鹄将至 燕雀安知鸿鹄志 鸿渐之翼 鸿鷑凤逝
大请大受 重望高名 知遇之恩 以誉为赏 际会风云
朝华夕秀 镂玉裁冰 镂冰劚雪 旧瓶新酒 旧瓶装新酒
超世之才 逸群之才 才识过人 卓然不群 卓乎不群
策驽砺钝 削铁无声 磨铅策蹇 养威蓄锐 劚玉如泥
村夫野老 田夫野老 黄童皓首 樵村渔浦 张王赵李
竭尽全力 倾家竭产 千方百计 百计千方 漫天开价
