食不充肠 久悬不决 口多食寡 未形之患 未竟之志
用心竭力 文深网密 霞思云想 间不容缓 殚谋戮力
光车骏马 珠围翠拥 鸾舆凤驾 重葩累藻 朱楼绮户
连宵彻曙 通宵彻昼 连昏接晨 通宵彻夜 连明彻夜
切齿拊心 极恶不赦 不解之仇 恨入骨髓 恨如头醋
弹冠振衿 弹冠振衣 清莹秀澈 衣冠楚楚 白鱼赤乌
载歌且舞 妙舞清歌 珠歌翠舞 轻歌曼舞 清歌曼舞
有生之年 残冬腊月 无冬历夏 岁暮天寒 岁聿云暮
遇难呈祥 遇难成祥 救苦弭灾 饱经忧患 久历风尘
崇山峻岭 高山峻岭 丛山峻岭 陡壁悬崖 风骨峭峻
优游岁月 悠闲自在 舒眉展眼 逍遥自在 逍遥自得
酌古准今 以古方今 引古喻今 稽古揆今 贯穿今古
胆丧魂惊 胆丧魂消 惊神破胆 惊魂动魄 惊魂丧魄
冰炭不投 七拱八翘 以水投石 一山不藏二虎 水里纳瓜
里出外进 错落不齐 东完西缺 若有若无 不切实际
不吝指教 来世不可待 不落俗套 去甚去泰 不自满假
铁心石肠 心如铁石 金兰之交 心如坚石 心如金石
临机应变 随机应变 执两用中 相时而动 兵来将敌，水来土堰
巧言利口 利齿能牙 慧心妙舌 心巧嘴乖 谈吐生风
掩口葫芦 掩口而笑 自我解嘲 避李嫌瓜 避瓜防李
不见天日 暗无天日 寂天寞地 一团漆黑 漆黑一团
包举宇内 一揽包收 全知全能 全智全能 帡天极地
拨乱济危 扶危定乱 救世济民 拨乱济时 匡国济时
时运不济 遭倾遇祸 遭劫在数 月值年灾 池鱼之祸
十恶不赦 极恶不赦 隆刑峻法 弥天大罪 迷天大罪
兵凶战危 吃惊受怕 恶言厉色 同心敌忾 进退维亟
枕稳衾温 裘马清狂 暖衣饱食 肥甘轻暖 优哉游哉
人微言轻 身微言轻 官轻势微 简贤附势 孽子孤臣
盗亦有道 各执己见 文似其人 拿贼拿赃 拿贼见赃
烟花风月 风情月债 雨沾云惹 乌帽红裙 墙头马上
庸医杀人 戕身伐命 害人不浅 病民害国 误国殃民
朝欢暮乐 怡然自若 日增月盛 乐善不倦 镇日镇夜
剩菜残羹 残汤剩饭 残羹冷饭 残羹冷炙 余腥残秽
永永无穷 漫无止境 永世无穷 百世不易 无往不克
詹言曲说 恶语伤人 耍花腔 秕言谬说 百拙千丑
不可动摇 铜打铁铸 磐石之安 盘石之安 一脚不移
退有后言 面是背非 耻言人过 马上房子 危言逆耳
形色仓皇 鼻端生火 汲汲皇皇 策马飞舆 驽箭离弦
不顾大局 不管三七二十一 不管一二 舍生忘死 大肆挥霍
瓦解冰消 冰消冻解 冰散瓦解 焚巢荡穴 焚巢捣穴
以往鉴来 前事不忘，后事之师 知往鉴今 磨礲淬励 以人为镜
扇风点火 振奋人心 鼓舞人心 诱掖后进 登高一呼
担惊受恐 担惊忍怕 焦心劳思 忧心悄悄 焦思苦虑
整旧如新 涤故更新 除旧更新 涤秽布新 破旧立新
月地云阶 神霄绛阙 人间天堂 地上天宫 瑶草奇花
去故就新 弃故揽新 涤秽布新 捐弃前嫌 革旧图新
国难当头 上下交困 忧国忧民 民困国贫 见势不妙
泛泛而谈 泛泛之谈 人之常情 泛泛之人 谈空说有
只言片语 一言半语 一言两语 一言一行 孤文只义
趁人之危 东敲西逼 倚势凌人 负诟忍尤 百般刁难
楚材晋用 贪功起衅 祖述尧舜，宪章文武 简贤任能 才疏志大
昆弟之好 行合趋同 贵贱无二 协心戮力 一心同归
利欲熏心 财迷心窍 贪利忘义 利令志惛 见利忘义
太平盛世 安国富民 安邦治国 国富民安 富国安民
心摹手追 毫分缕析 词严义密 研精阐微 沉思熟虑
时移世异 事往日迁 天工人代 雨收云散 东窗事发
乃文乃武 出文入武 文治武力 才兼文武 文武全才
损有余补不足 轻繇薄赋 精兵简政 弃易求难 捐弃前嫌
突如其来 一朝之患 意出望外 人急智生 人急计生
见机而行 见机行事 事不宜迟 相时而动 相机行事
若隐若现 目不暇接 混混沌沌 头昏眼晕 头昏眼花
民富国强 国富民安 国富民丰 国富民强 物阜民康
胆大妄为 做鬼做神 不切实际 詀言詀语 黄风雾罩
际地蟠天 帡天极地 五洲四海 漫天盖地 万象森罗
沾沾自喜 高自位置 弃书捐剑 向若而叹 功成弗居
餐风宿雨 餐风咽露 餐风宿露 餐风宿草 宿水餐风
神完气足 精力充沛 神龙马壮 器宇轩昂 气宇轩昂
黑风孽海 若涉渊水 火山汤海 逆风恶浪 如蹈水火
言行不符 名不符实 败德辱行 事与原违 坏法乱纪
春风和气 和风丽日 风和日丽 日丽风和 春回大地
违天悖人 负类反伦 蔑伦悖理 违条犯法 败德辱行
砥志研思 长虑后顾 长虑却顾 研精竭虑 研精致思
朽戈钝甲 身无分文 鱼溃鸟散 污泥浊水 残兵败将
皮里春秋 皮里阳秋 言无不尽 言外之味 难言之隐
泰山其颓 令人起敬 万流景仰 麦秀黍离 黍离麦秀
假力于人 求亲靠友 将伯之呼 助人下石 扶危救困
鹤骨鸡肤 鹤骨霜髯 荦荦确确 玉减香销 七老八倒
不足介意 不吝指教 不露形色 能不称官 不屑教诲
仁同一视 正直无邪 众口一词 大中至正 行同能偶
漆黑一团 一团漆黑 伸手不见五指 愁云惨雾 黑灯瞎火
教导有方 教学相长 尊师贵道 敩学相长 谆谆善诱
强不知以为知 撇呆打堕 不懂装懂 矜愚饰智 装傻充愣
凫居雁聚 云次鳞集 攒零合整 雾集云合 龙蟠虬结
敢作敢为 有天没日 畅通无阻 畅行无阻 行不更名，坐不改姓
像心适意 恣意妄为 恣意妄行 唯所欲为 随高就低
不乏先例 破旧立新 革旧图新 久历风尘 事出有因
不分伯仲 无可比伦 无所施其技 举世无敌 无可名状
男大当娶 男大须婚 女长须嫁 成家立计 以为后图
不复堪命 十死九活 无计奈何 置之死地 计穷力竭
接二连三 接三连四 接连不断 终而复始 骈兴错出
泥古拘方 抱令守律 话里藏阄 拘文牵义 难乎为继
详星拜斗 焚香顶礼 乐道忘饥 乾端坤倪 拜鬼求神
好色之徒 贪财好色 拈花弄柳 南户窥郎 抟香弄粉
认祖归宗 锦衣行昼 归去来兮 还淳反古 告老还乡
独得之见 标新创异 标新竞异 标新竖异 括目相待
福星高照 际会风云 逢吉丁辰 人逢喜事精神爽 遇难成祥
诸有此类 诸若此类 诸如此比 诸如此例 不乏先例
骨软筋麻 心长绠短 行眠立盹 心上心下 疲惫不堪
知命之年 年高德勋 年逾古稀 历日旷久 老有所终
各就各位 各取所需 劳燕分飞 各为其主 风举云飞
束手束脚 束手束足 束手缚脚 枷脰械手 四马攒蹄
百紫千红 五光十色 五色缤纷 花攒锦簇 十光五色
器宇轩昂 气宇轩昂 龙精虎猛 金鴗擘海 身强力壮
平心静气 坦然自若 温文儒雅 舒眉展眼 言气卑弱
成千上万 车载船装 论千论万 填街塞巷 无千无万
声威大震 急痛攻心 惊心眩目 感慨激昂 触目惊心
面有菜色 饥火烧肠 行眠立盹 凶喘肤汗 疲惫不堪
千载一弹 义重恩深 恩深义重 情深意重 语长心重
不爽毫发 深信不疑 无庸置疑 无可置疑 无所不备
不吝指教 慎小事微 秉节持重 谨行俭用 去甚去泰
救过不赡 徒劳无功 劳而无功 事与原违 百无一是
榱栋崩折 七损八伤 洞心骇耳 魂惊魄惕 十病九痛
守正不回 抱柱之信 履信思顺 坚守不渝 洁己奉公
奴颜婢睐 低声下气 低眉折腰 拍马溜须 谄上骄下
抽秘骋妍 大发议论 借景生情 各抒所见 交浅言深
操之过切 足尺加二 慌手慌脚 文山会海 汲汲忙忙
金章玉句 重葩累藻 词华典赡 雕文织采 绣虎雕龙
能言快语 眼明手快 动如脱兔 其应若响 其应如响
名门世族 代代相传 名垂后世 千生万劫 显祖扬宗
目睫之论 嗫嚅小儿 肉眼愚眉 辽东豕 管窥筐举
观眉说眼 顾左右而言他 傲睨万物 傲睨一切 狗眼看人
碎骨粉尸 焚巢捣穴 焚巢荡穴 尽付东流 一风吹
舞文饰智 舞弄文墨 搬唇弄舌 指皁为白 撑岸就船
名胜古迹 名山胜川 鸿图华构 桂殿兰宫 山清水秀
终成泡影 当面错过 邈如旷世 大失所望 无可置喙
变俗易教 变古易俗 革风易俗 改政移风 变风改俗
忍心害理 肝心若裂 刺心裂肝 于心何忍 心如刀剉
按行自抑 省身克己 避瓜防李 避李嫌瓜 不露形色
一搭一档 共为唇齿 雄唱雌和 枝叶相持 土扶成墙
解甲投戈 振兵释旅 弃甲投戈 櫜甲束兵 削职为民
敲金击玉 鼓乐齐鸣 筛锣擂鼓 擂鼓筛锣 暮鼓晨钟
推梨让枣 道弟称兄 一门同气 前襟后裾 同胞共气
假力于人 助人下石 相辅而行 捉刀代笔 代为说项
时望所归 身显名扬 重望高名 大权在握 士饱马腾
物归原主 求亲告友 求亲靠友 假力于人 慷他人之慨
负类反伦 比众不同 事与原违 两般三样 迥乎不同
毕恭毕敬 必恭必敬 心虔志诚 降心俯首 低头哈腰
贫病交迫 贫病交加 创业维艰 有志无时 才疏志大
痛诬丑诋 恶语伤人 破口大骂 出口伤人 恶言詈辞
人满为患 稠人广座 宾客盈门 填街塞巷 人烟稠密
卷甲倍道 三步两脚 奋勇当先 勇往直前 奋武扬威
金兰之交 金汤之固 语重心长 语长心重 重望高名
犹豫不决 踌躇不前 踟蹰不前 观望不前 畏葸不前
巧立名目 不及之法 遁名改作 名不符实 造谣惑众
禀性难移 无可名状 百辞莫辩 不解之仇 没计奈何
俎樽折冲 乘利席胜 争名夺利 争权夺利 渔人得利
孔情周思 周情孔思 孔思周情 先圣先师 存心养性
阳春有脚 材雄德茂 霄鱼垂化 家骥人璧 金闺国士
死而复生 出世离群 生荣死哀 生荣死衰 一生九死
讳莫高深 不露神色 隐迹埋名 不露形色 秘而不露
七窝八代 阖门百口 一家老小 诸亲六眷 妻儿老小
熊罴入梦 麟趾呈祥 普天同庆 龙凤呈祥 吉日良时
违天悖人 重逆无道 逆天违众 徇私枉法 事与原违
朱衣使者 雁塔题名 开科取士 及第成名 简贤任能
去甚去泰 不吝指教 谨行俭用 敌不可纵 事不过三
遗臭无穷 遗臭万载 丑声远播 缪种流传 贻害无穷
弹丝品竹 吹竹弹丝 凤箫鸾管 轻歌曼舞 蕤宾铁响
以柔克刚 刚柔相济 威胁利诱 威迫利诱 摧刚为柔
文深网密 事以密成 门禁森严 深根固蒂 刚柔相济
同盘而食 推梨让枣 灼艾分痛 灸艾分痛 情重姜肱
文武全才 才兼文武 出文入武 文经武略 秉文兼武
兰心蕙性 凤叹虎视 口吻生花 雍荣华贵 雍容华贵
食不二味 食不兼肉 捐金抵璧 望屋而食 一无所求
利齿能牙 心巧嘴乖 灵心慧齿 能言快语 巧言利口
照章办事 奉公如法 稳步前进 井井有法 例行差事
根深蒂固 根深柢固 盘石之固 不拔之志 蹈火赴汤
过甚其辞 言行不符 不切实际 拟非其伦 言不顾行
一枕南柯 心向往之 心乡往之 恍如梦境 游心骇耳
无施不可 无所不在 人所共知 人尽其才 色色俱全
见机行事 兵来将敌，水来土堰 兵来将挡，水来土掩 兵来将迎，水来土堰 因时制宜
狗屁不通 惟口起羞 淫言诐行 没查没利 嫌长道短
一朝之患 疾恶如风 见势不妙 丑态百出 进退维亟
潜形匿迹 隐迹埋名 藏头亢脑 遁阴匿景 潜鳞戢羽
触目伤心 触目伤怀 触目崩心 触景伤怀 触景伤心
救过不赡 力有未逮 束手就困 理所不容 没计奈何
岩栖谷隐 山栖谷饮 岩栖谷饮 岩居穴处 岩栖穴处
正正经经 正色直言 历历可见 词严义密 祲威盛容
骁勇善战 痛剿穷迫 以战去战 人多势众 折冲御侮
忸怩不安 心有余悸 心慌撩乱 惶惶不安 惶恐不安
耳听八方 厌闻饫听 聆音察理 言听计从 谋听计行
四面受敌 敌国外患 表里受敌 遵养晦时 同恶相求
无机可乘 才气无双 举世无双 无所不及 举世无敌
一时半晌 一时半霎 一时三刻 一时半刻 流光瞬息
崤函之固 羊肠鸟道 七高八低 若涉渊水 一夫当关
金城千里 深根固蒂 重金袭汤 根牢蒂固 金兰之交
乐往哀来 乐极则悲 乐极生悲 乐极悲生 一悲一喜
不乏先例 有例可援 久而久之 渊源有自来 繁征博引
物阜民丰 物阜民康 物殷俗阜 民富国强 家给人足
义重恩深 恩深义重 恩重泰山 深情厚意 深情厚谊
人言啧啧 民心不壹 言不顾行 事与原违 名不符实
放言高论 言无不尽 脱口而出 高谈虚论 探口而出
保国安民 济世安民 安国富民 护国佑民 安邦治国
交梨火枣 琅嬛福地 道骨仙风 吸风饮露 鹤骨松筋
诈败佯输 狂三诈四 做鬼做神 佯输诈败 矫情饰诈
昏迷不醒 魂摇魄乱 昏头转向 神情恍惚 昏迷不省
万里迢迢 相去悬殊 路远迢迢 山遥路远 弱水之隔
以杀止杀 以杀去杀 不容置喙 闭关绝市 深闭固距
损人害己 损己利人 损人利己 聪明反被聪明误 自欺欺人
半吞半吐 半吐半露 不知高低 不识高低 辞不达义
不露形色 偃革尚文 不容置喙 以杀去杀 以杀止杀
不顾一切 横无忌惮 于事无补 凭空捏造 毫不介意
众多非一 三蛇七鼠 不遑枚举 诸如此比 诸若此类
一去不复返 顿足不前 当面错过 坐失事机 坐失机宜
优柔寡断 郁郁寡欢 寡廉鲜耻 少私寡欲 迟疑不定
才夸八斗 惊才风逸 跌宕风流 清歌曼舞 才学兼优
末如之何 低首下气 负险不臣 负阻不宾 负险不宾
泛泛之谈 泛泛而谈 谈空说有 长谈阔论 泛泛之人
量小力微 渺不足道 一个半个 毫发丝粟 铢两分寸
赏立诛必 立时三刻 见机而作 当机立决 赏不逾时
所见略同 行合趋同 大同小异 心口相应 比量齐观
探丸借客 借客报仇 借交报仇 拜赐之师 刻骨崩心
笑逐颜开 喜行于色 妙语解颐 讪皮讪脸 开眉笑眼
生民涂炭 握蛇骑虎 河决鱼烂 橘化为枳 燕巢卫幕
轻死重气 重气猣名 重气徇命 有勇知方 从容就义
信守不渝 坚守不渝 抱柱之信 始终不懈 坚贞不渝
五陵英少 五陵年少 膏腴子弟 绮纨之岁 膏粱年少
凡偶近器 凡夫俗子 凡胎浊骨 山上无老虎，猴子称大王 张王赵李
头焦额烂 烂额焦头 尿流屁滚 狼狈不堪 狐奔鼠窜
忑忑忐忐 惊恐失色 急痛攻心 惊慌失色 惊惶失色
休牛散马 休牛归马 止戈散马 来好息师 案甲休兵
贱买贵卖 贱入贵出 贱敛贵出 买贱卖贵 贱敛贵发
无可名状 不计其数 挨山塞海 不堪言状 填街塞巷
燕燕于归 罗敷有夫 琵琶别抱 女长须嫁 嫁犬逐犬
画荻丸熊 贤妻良母 教导有方 贤母良妻 天上麒麟
鹿皮苍璧 棋逢敌手 旗鼓相当 水里纳瓜 不郎不秀
自得其乐 我心如秤 陶然自得 自觉自愿 身做身当
异端邪说 一隅之说 秕言谬说 不足为法 书生之见
命词遣意 命辞遣意 托之空言 扣壶长吟 情见乎词
十战十胜 常胜将军 所向克捷 匹夫有责 无施不效
众口一词 心口相应 众口一辞 一心同归 众口同声
风雨飘零 漂零蓬断 遗闻轶事 靡然顺风 拥雾翻波
各自为战 三足鼎立 鼎足之势 自相水火 东驰西击
相辅而行 相生相成 相因相生 瞻情顾意 有无相通
历日旷久 久而久之 旷日长久 旷日积晷 旷日经年
别出手眼 别具手眼 另眼看待 独出己见 括目相待
以弱胜强 以强胜弱 欺大压小 同恶相求 因小失大
人多势众 逸群之才 明效大验 大权在握 重望高名
励精更始 旧地重游 历精更始 重兴旗鼓 涤故更新
谋臣猛将 谋臣如雨 谋夫孔多 死诸葛能走生仲达 智勇兼全
土阶茅屋 茅室蓬户 蓬门荜户 蓬门筚户 土阶茅茨
生死未卜 查无实据 久悬不决 未竟之志 永不磨灭
允文允武 入铁主簿 禁中颇牧 才兼文武 文武全才
以攻为守 以守为攻 表里受敌 遵养晦时 四面受敌
烧眉之急 如蹈水火 生民涂炭 若涉渊水 燕巢卫幕
凤舞龙飞 鹄峙鸾翔 惊蛇入草 游云惊龙 龙伸蠖屈
握雾拏云 握云拿雾 腾云驾雾 驾雾腾云 云屯雾集
逍遥自在 逍遥自得 优游岁月 唯所欲为 悠闲自在
不念旧恶 耿耿于怀 抚今思昔 抚今痛昔 百世流芬
不偏不党 不露形色 暗室不欺 持正不阿 杜口无言
沾沾自衒 丰姿冶丽 自负不凡 自高自大 自吹自捧
用心竭力 匍匐之救 殚谋戮力 痛剿穷迫 以功补过
无为自化 东游西荡 遗世忘累 餐云卧石 壶中日月
百般刁难 挑拨离间 朋党比周 瞒上欺下 排斥异己
流落江湖 漂蓬断梗 流离颠顿 流离颠痜 流移失所
鸿鹄之志 燕雀安知鸿鹄志 鸿鹄将至 鸿渐之翼 鸿鷑凤立
大请大受 重望高名 以誉为赏 知遇之恩 识才尊贤
朝华夕秀 镂玉裁冰 镂冰劚雪 旧瓶新酒 标新创异
超世之才 逸群之才 才识过人 有识之士 卓然不群
策驽砺钝 养威蓄锐 陵劲淬砺 善马熟人 刀耕火耘
村夫野老 田夫野老 黄童皓首 张王赵李 寒耕热耘
